iter	Logloss
205	0.4411166228
206	0.4408375871
207	0.4407082269
208	0.4406012546
209	0.440437898
210	0.4402128564
211	0.4400422992
212	0.439884587
213	0.4397048851
214	0.4395432885
215	0.4394160733
216	0.4391787659
217	0.438894803
218	0.4387554046
219	0.4385762428
220	0.4384109174
221	0.4382887084
222	0.4381081663
223	0.437963429
224	0.4378461856
225	0.4377193602
226	0.4374916798
227	0.4373946408
228	0.4371872224
229	0.4369598233
230	0.436779098
231	0.436641718
232	0.4365982171
233	0.4365223907
234	0.4363279068
235	0.4360882927
236	0.4359679894
237	0.4358606574
238	0.4358066843
239	0.4354369847
240	0.435315956
241	0.4351403651
242	0.4349766182
243	0.4348485769
244	0.4347165469
245	0.4344482606
246	0.4342030803
247	0.4339156542
248	0.433664748
249	0.4332454787
250	0.4330451936
251	0.4329372882
252	0.4328275123
253	0.4326531375
254	0.4325465501
255	0.4323819325
256	0.432292559
257	0.4321690463
258	0.4320156298
259	0.4318566751
260	0.4317508154
261	0.4315983979
262	0.4313899833
263	0.4311767032
264	0.4309101022
265	0.4307793836
266	0.4306046519
267	0.4305319267
268	0.4303507905
269	0.4301459739
270	0.4298905262
271	0.4297172404
272	0.4296300291
273	0.4294371584
274	0.429389025
275	0.429272629
276	0.4292205811
277	0.4289674405
278	0.4287533538
279	0.4285906715
280	0.4284641079
281	0.4283278026
282	0.4281308638
283	0.4280507196
284	0.4279929323
285	0.427877448
286	0.4277986348
287	0.4275789183
288	0.42745334
289	0.4273289328
290	0.427161808
291	0.4269698261
292	0.4267694119
293	0.4265771066
294	0.4264082831
295	0.4262163459
296	0.4259956311
297	0.4256719764
298	0.4255552461
299	0.4254176973
300	0.4253522835
301	0.425236766
302	0.4251543148
303	0.4249604131
304	0.4247727293
305	0.4245516147
306	0.424408384
307	0.424239625
308	0.4241066682
309	0.4240203823
310	0.4239441023
311	0.423822416
312	0.4237155245
313	0.4233549595
314	0.4232226621
315	0.4230056367
316	0.422845792
317	0.422711646
318	0.4225406048
319	0.4223778415
320	0.4221721497
321	0.4220431812
322	0.4217224437
323	0.4216046396
324	0.4213998664
325	0.4211914057
326	0.4211230524
327	0.420918602
328	0.4207960625
329	0.4204221146
330	0.4203641693
331	0.4202854433
332	0.4201270241
333	0.420035891
334	0.4198067731
335	0.4196457239
336	0.4194621861
337	0.4193137996
338	0.4191984022
339	0.4191184934
340	0.4189724149
341	0.4189623789
342	0.4188385365
343	0.4187404943
344	0.4186330558
345	0.4185506451
346	0.4184352482
347	0.4183275732
348	0.4182681529
349	0.4181072933
350	0.4179187198
351	0.4178474949
352	0.4176945543
353	0.4175673484
354	0.4173183886
355	0.4172063523
356	0.4170237935
357	0.4167148387
358	0.4164920386
359	0.4164336306
360	0.4161766083
361	0.416108438
362	0.4159926705
363	0.4158505746
364	0.4157574521
365	0.4155563025
366	0.415343764
367	0.4152104293
368	0.4150403686
369	0.414854001
370	0.4147946669
371	0.4147056462
372	0.4146150862
373	0.4145217761
374	0.4144526661
375	0.4141193978
376	0.4138964412
377	0.4138213759
378	0.4137239001
379	0.4136406888
380	0.4135032668
381	0.413292875
382	0.4131405347
383	0.412938861
384	0.4127095982
385	0.4125112611
386	0.4123978981
387	0.4123375673
388	0.4122312862
389	0.4121111128
390	0.4119463337
391	0.4118229266
392	0.4117428743
393	0.4113931038
394	0.4112727228
395	0.4112243576
396	0.4110276449
397	0.4108116815
398	0.4108082776
399	0.4106682634
400	0.410541752
401	0.4104398545
402	0.4102645694
403	0.410056484
404	0.4100039354
405	0.4098521805
406	0.4095534386
407	0.4094814323
408	0.4092807554
409	0.4091608082
410	0.4089209023
411	0.4087223801
412	0.4085833566
413	0.4084725233
414	0.4082736946
415	0.4081640663
416	0.4079519514
417	0.4078546352
418	0.4076771997
419	0.4075388988
420	0.4074347089
421	0.4072422256
422	0.4071441103
423	0.4070319855
424	0.4068592341
425	0.4066860827
426	0.4065498845
427	0.4063223448
428	0.4061842608
429	0.406158972
430	0.4061193556
431	0.406004252
432	0.4057422134
433	0.4055603924
434	0.4054315905
435	0.4052483159
436	0.4050735692
437	0.404915921
438	0.4047520999
439	0.4046464434
440	0.4043782035
441	0.404265682
442	0.404069209
443	0.4038483201
444	0.4037262227
445	0.4036377929
446	0.4035829395
447	0.4034303858
448	0.4033212651
449	0.4031983213
450	0.4030798733
451	0.4028855463
452	0.4027874943
453	0.4026186195
454	0.4025303637
455	0.402457856
456	0.4024094835
457	0.4021758043
458	0.4019327471
459	0.4018689845
460	0.4016971436
461	0.401523264
462	0.4013222369
463	0.4012788011
464	0.4011553692
465	0.4009551685
466	0.4008528876
467	0.4007472113
468	0.4007026961
469	0.4005096201
470	0.4004446504
471	0.4002851018
472	0.4000588078
473	0.3999096184
474	0.3996516871
475	0.3995508136
476	0.3994716556
477	0.3993074864
478	0.3991997917
479	0.3990935173
480	0.3989915999
481	0.398915326
482	0.398752114
483	0.398552607
484	0.398491758
485	0.398318222
486	0.3981727491
487	0.3980417587
488	0.3977732986
489	0.3976125918
490	0.3974462315
491	0.3973417474
492	0.3972227556
493	0.3970606658
494	0.396959626
495	0.3967700523
496	0.3966501673
497	0.3964874309
498	0.3963504263
499	0.3961983082
500	0.3961544954
501	0.3961131371
502	0.3959457876
503	0.3957454295
504	0.3956703346
505	0.3955621868
506	0.3952622627
507	0.3951076613
508	0.3949284175
509	0.3947765476
510	0.3947316761
511	0.394524857
512	0.3943903552
513	0.3943203868
514	0.3940945509
515	0.3940179811
516	0.3939199654
517	0.3937934534
518	0.393634461
519	0.3934820773
520	0.3934017012
521	0.3932532045
522	0.3931858212
523	0.3930640023
524	0.3929101638
525	0.3928222078
526	0.3926838081
527	0.3925874947
528	0.3924738593
529	0.392351697
530	0.3921571369
531	0.3919964965
532	0.3919178648
533	0.3918614117
534	0.3917713651
535	0.3915963297
536	0.3914650865
537	0.3913218229
538	0.391171948
539	0.391013906
540	0.3907969649
541	0.3906483281
542	0.3905636508
543	0.3903807187
544	0.3903004532
545	0.3901545099
546	0.3900282385
547	0.3899572521
548	0.3898533712
549	0.3895999727
550	0.3894352259
551	0.3893287186
552	0.3891794134
553	0.3890026128
554	0.3888900228
555	0.3888285724
556	0.3887372237
557	0.388639958
558	0.3884106073
559	0.3883582714
560	0.3882542437
561	0.3881674636
562	0.3880353525
563	0.387972071
564	0.387688643
565	0.3876003241
566	0.387559045
567	0.3873905453
568	0.387228114
569	0.3870873824
570	0.3870437634
571	0.3868899069
572	0.3868018885
573	0.386764202
574	0.3866307357
575	0.3865130331
576	0.3863380247
577	0.3862884164
578	0.3861983919
579	0.3860169231
580	0.3857928974
581	0.3856975575
582	0.3853882391
583	0.3851538523
584	0.3850916557
585	0.3849570722
586	0.3848870343
587	0.3847579502
588	0.3846166701
589	0.3844997559
590	0.3843921001
591	0.3842965804
592	0.3841050269
593	0.3838819365
594	0.3837869898
595	0.3837009705
596	0.3836385366
597	0.3835845022
598	0.3834275032
599	0.38332642
600	0.3832576786
601	0.3832009987
602	0.3831201927
603	0.3829293861
604	0.382750602
605	0.3825824573
606	0.382539962
607	0.3823675906
608	0.3822596334
609	0.3820401646
610	0.3819807246
611	0.3817874408
612	0.3816287977
613	0.3815057522
614	0.381367603
615	0.3812108092
616	0.3811051535
617	0.3809763416
618	0.3808586438
619	0.3807654052
620	0.3806013384
621	0.3804945835
622	0.3803961898
623	0.3802038978
624	0.3800249524
625	0.3799144992
626	0.379804548
627	0.3797297066
628	0.3796119909
629	0.3794561912
630	0.3792756473
631	0.3791053254
632	0.3789988784
633	0.3789277538
634	0.3787825701
635	0.3785377592
636	0.378366428
637	0.3782667859
638	0.3780625789
639	0.3779888053
640	0.3778609954
641	0.3777359642
642	0.3774952489
643	0.3774070132
644	0.3772415993
645	0.377138187
646	0.377040002
647	0.3768672625
648	0.3767182192
649	0.3764662613
650	0.3762495359
651	0.3761050502
652	0.3759845143
653	0.375761739
654	0.3756545196
655	0.3755684055
656	0.3753262454
657	0.3751968794
658	0.3750573319
659	0.3748667133
660	0.3747540307
661	0.3746403753
662	0.3745308388
663	0.3744052105
664	0.3742826805
665	0.3740549451
666	0.3739017308
667	0.3737527504
668	0.3734679275
669	0.3733480619
670	0.3731778354
671	0.3730318053
672	0.3729407619
673	0.3728037007
674	0.3726332632
675	0.3724797136
676	0.3722808939
677	0.3721547983
678	0.3720349228
679	0.3718782768
680	0.3717365898
681	0.3715780045
682	0.3714332355
683	0.3713054578
684	0.371111515
685	0.3709403466
686	0.370773448
687	0.3706335916
688	0.3704552776
689	0.3703136886
690	0.3701709839
691	0.3699811865
692	0.3698339286
693	0.3697457364
694	0.3696581414
695	0.3695492268
696	0.3694399422
697	0.3693201193
698	0.3691635477
699	0.3688750596
700	0.3686728024
701	0.3685456723
702	0.3684078543
703	0.3682934358
704	0.3680968029
705	0.3679617258
706	0.367745882
707	0.3675812014
708	0.3674626235
709	0.3673241528
710	0.3671797521
711	0.3670697453
712	0.3668656063
713	0.3667304672
714	0.3666347359
715	0.3664887491
716	0.3662776392
717	0.3660995518
718	0.3659598266
719	0.3658667652
720	0.3657391845
721	0.3655742708
722	0.3653686393
723	0.3652494922
724	0.365119748
725	0.3649862252
726	0.3648267686
727	0.3646905563
728	0.3645600891
729	0.3644816672
730	0.3642899503
731	0.3640344868
732	0.3638969246
733	0.363771769
734	0.3636645502
735	0.3635955817
736	0.3634176311
737	0.3632909022
738	0.3632038846
739	0.3630061282
740	0.3628556905
741	0.3627618006
742	0.3626356092
743	0.3624465494
744	0.3623071728
745	0.3621325762
746	0.3619838072
747	0.3618922157
748	0.3617297712
749	0.3616348601
750	0.3615581479
751	0.3614424939
752	0.3612632141
753	0.3610985785
754	0.36089828
755	0.3606532294
756	0.3604963149
757	0.3603970677
758	0.3603163055
759	0.3601907832
760	0.3600213192
761	0.3599249946
762	0.3597238629
763	0.3595435029
764	0.3594240078
765	0.3592737267
766	0.3591358545
767	0.3589784727
768	0.3588398201
769	0.3586841109
770	0.3586034119
771	0.3585093759
772	0.3582889559
773	0.3581392124
774	0.3579311721
775	0.3577836061
776	0.3575993951
777	0.3573888728
778	0.3572781419
779	0.3571415202
780	0.3570570863
781	0.3569141344
782	0.3567848766
783	0.3566649488
784	0.3565331635
785	0.3564453878
786	0.3561403497
787	0.3559828702
788	0.3558118812
789	0.3557269815
790	0.3556192123
791	0.3555007238
792	0.3554084464
793	0.3552817248
794	0.3551098439
795	0.3550080098
796	0.3548155249
797	0.3547180581
798	0.3545713179
799	0.354419166
800	0.3542392329
801	0.3541418036
802	0.353959227
803	0.3538086759
804	0.3536899175
805	0.3535675608
806	0.3534372607
807	0.3533168698
808	0.3531202837
809	0.3530076785
810	0.3528986599
811	0.3527825357
812	0.3526595104
813	0.3525752218
814	0.3524824013
815	0.3523203516
816	0.352194405
817	0.3520179971
818	0.3519377747
819	0.351772432
820	0.3516045823
821	0.3513838365
822	0.3512421398
823	0.3510908197
824	0.3509476597
825	0.3508221703
826	0.3506303038
827	0.3505245896
828	0.3503757041
829	0.3502006658
830	0.3500657487
831	0.3499492869
832	0.3498246234
833	0.3496682035
834	0.3495528921
835	0.3494337699
836	0.3493010446
837	0.3490939792
838	0.3489392902
839	0.3487877507
840	0.3486338998
841	0.3485217149
842	0.3483639254
843	0.3482283709
844	0.3481051109
845	0.3479435685
846	0.3477270127
847	0.3475935089
848	0.3474911513
849	0.3473223624
850	0.3471421631
851	0.3470651932
852	0.3469345319
853	0.3467659321
854	0.3466911974
855	0.3465717102
856	0.3464514513
857	0.3463178545
858	0.3461757187
859	0.3460798929
860	0.3459760985
861	0.3459017259
862	0.3457450678
863	0.3456032608
864	0.3454133619
865	0.3452182464
866	0.345013681
867	0.3449160796
868	0.3448082756
869	0.3447164156
870	0.3446204071
871	0.3445040367
872	0.3443433461
873	0.3442336892
874	0.3441648559
875	0.3440817654
876	0.3440126418
877	0.3439275999
878	0.3437806854
879	0.3436456328
880	0.3435767609
881	0.3433941838
882	0.3432172365
883	0.3431116889
884	0.3429591821
885	0.3428547517
886	0.3427927147
887	0.3426561847
888	0.3425019173
889	0.3423330966
890	0.3422825668
891	0.3421689462
892	0.3420218409
893	0.3419160014
894	0.3418086178
895	0.341655069
896	0.3415403668
897	0.3413869173
898	0.3412780849
899	0.3411684461
900	0.3410427506
901	0.3409323146
902	0.3408708007
903	0.340779112
904	0.3406597291
905	0.340541776
906	0.3404189189
907	0.3402893164
908	0.340201201
909	0.3400900516
910	0.3399304145
911	0.3397883793
912	0.3397030552
913	0.3396214184
914	0.3394965937
915	0.3394083736
916	0.3392516349
917	0.3391550588
918	0.3390834516
919	0.3389261209
920	0.3387362609
921	0.3386444199
922	0.3385175411
923	0.3383609776
924	0.3382588482
925	0.3381721951
926	0.3380339155
927	0.3379214464
928	0.3377864521
929	0.3376706247
930	0.3375876676
931	0.3374651186
932	0.3372475923
933	0.3371307097
934	0.3369837748
935	0.3368837265
936	0.3366992449
937	0.3364909807
938	0.3363578192
939	0.3362342759
940	0.3360481746
941	0.3359394541
942	0.3357383446
943	0.3355129549
944	0.3353412525
945	0.3352512694
946	0.3351004235
947	0.3349539445
948	0.3347958028
949	0.3346719307
950	0.3345290555
951	0.3343694868
952	0.3342787258
953	0.3341651867
954	0.3340822529
955	0.3340063777
956	0.3338707281
957	0.333766173
958	0.333645777
959	0.3334999968
960	0.3333127665
961	0.3331873888
962	0.3330541968
963	0.3328871183
964	0.3327104418
965	0.3326068248
966	0.3324801158
967	0.3323197735
968	0.332157759
969	0.3320163971
970	0.331919744
971	0.3316663567
972	0.3315262324
973	0.331464146
974	0.3313782149
975	0.3313084393
976	0.3311839941
977	0.3310710907
978	0.33091129
979	0.3307411715
980	0.3305661188
981	0.3304263193
982	0.3303204808
983	0.3302093009
984	0.3300977314
985	0.3300064572
986	0.3298452553
987	0.3297471951
988	0.3296745881
989	0.3295827582
990	0.3295206476
991	0.329430526
992	0.3292947535
993	0.3291531493
994	0.3290398117
995	0.3288904172
996	0.3287732686
997	0.3286419148
998	0.3285126692
999	0.328431233
